model	objective	reaction	status	value
./model.xml	obj	R_2AGPGAT160	optimal	0.8769972144269625
./model.xml	obj	R_2AGPGAT161	optimal	0.8769972144269548
./model.xml	obj	R_2AGPGAT180	optimal	0.8769972144269411
./model.xml	obj	R_2AGPGAT181	optimal	0.8769972144269645
./model.xml	obj	R_2DDARAA	optimal	0.8769972144269645
./model.xml	obj	R_2DGLCptspp	optimal	0.8769972144269671
./model.xml	obj	R_2DGLCtex	optimal	0.8769972144269653
./model.xml	obj	R_2DGULRGx	optimal	0.8769972144269649
./model.xml	obj	R_2DGULRGy	optimal	0.8769972144269688
./model.xml	obj	R_2DGULRx	optimal	0.8769972144269721
./model.xml	obj	R_2DGULRy	optimal	0.8769972144269638
./model.xml	obj	R_2DOXG6PP	optimal	0.876997214426968
./model.xml	obj	R_2HESR	optimal	0.8769972144269881
./model.xml	obj	R_2HPTCOAT	optimal	0.8769972144269665
./model.xml	obj	R_2MAHMP	optimal	0.8769972144269675
./model.xml	obj	R_34dhpactex	optimal	0.8769972144269679
./model.xml	obj	R_3AMACHYD	optimal	0.8769972144269733
./model.xml	obj	R_3AMPtex	optimal	0.8769972144269679
./model.xml	obj	R_3CMPtex	optimal	0.8769972144269675
./model.xml	obj	R_3GMPtex	optimal	0.8769972144269707
./model.xml	obj	R_3HAD100	optimal	0.8769972144269638
./model.xml	obj	R_3HAD120	optimal	0.8769972144269661
./model.xml	obj	R_3HAD121	optimal	0.8769972144269721
./model.xml	obj	R_3HAD140	optimal	0.8769972144269663
./model.xml	obj	R_3HAD141	optimal	0.8769972144269719
./model.xml	obj	R_3HAD160	optimal	0.8769972144269663
./model.xml	obj	R_3HAD161	optimal	0.8769972144269784
./model.xml	obj	R_3HAD180	optimal	0.8769972144269672
./model.xml	obj	R_3HAD181	optimal	0.8769972144269625
./model.xml	obj	R_3HAD40	optimal	0.8769972144269704
./model.xml	obj	R_3HAD60	optimal	0.8769972144269718
./model.xml	obj	R_3HAD80	optimal	0.8769972144269632
./model.xml	obj	R_3HBZCT	optimal	0.8769972144269704
./model.xml	obj	R_3HCINNMH	optimal	0.8769972144269704
./model.xml	obj	R_3HPADHi	optimal	0.876997214426971
./model.xml	obj	R_3HPPPNH	optimal	0.8769972144269721
./model.xml	obj	R_3HPPtex	optimal	0.8769972144269683
./model.xml	obj	R_3HPPtpp	optimal	0.8769972144269733
./model.xml	obj	R_3KGK	optimal	0.8769972144269702
./model.xml	obj	R_3NTD2pp	optimal	0.876997214426975
./model.xml	obj	R_3NTD4pp	optimal	0.876997214426968
./model.xml	obj	R_3NTD7pp	optimal	0.8769972144269675
./model.xml	obj	R_3NTD9pp	optimal	0.8769972144269699
./model.xml	obj	R_3OAR100	optimal	0.8769972144269653
./model.xml	obj	R_3OAR120	optimal	0.8769972144269623
./model.xml	obj	R_3OAR121	optimal	0.8769972144269683
./model.xml	obj	R_3OAR140	optimal	1.8058668864133998e-15
./model.xml	obj	R_3OAR141	optimal	0.8769972144269632
./model.xml	obj	R_3OAR160	optimal	0.8769972144269733
./model.xml	obj	R_3OAR161	optimal	0.8769972144269753
./model.xml	obj	R_3OAR180	optimal	0.8769972144269695
./model.xml	obj	R_3OAR181	optimal	0.8769972144269659
./model.xml	obj	R_3OAR40	optimal	0.8769972144269647
./model.xml	obj	R_3OAR60	optimal	0.8769972144269625
./model.xml	obj	R_3OAR80	optimal	0.8769972144269719
./model.xml	obj	R_3OAS100	optimal	0.8769972144269645
./model.xml	obj	R_3OAS120	optimal	0.8769972144269671
./model.xml	obj	R_3OAS121	optimal	0.8769972144269679
./model.xml	obj	R_3OAS140	optimal	0.0
./model.xml	obj	R_3OAS141	optimal	0.876997214426966
./model.xml	obj	R_3OAS160	optimal	0.8769972144269661
./model.xml	obj	R_3OAS161	optimal	0.8769972144269722
./model.xml	obj	R_3OAS180	optimal	0.8769972144269702
./model.xml	obj	R_3OAS181	optimal	0.8769972144269759
./model.xml	obj	R_3OAS60	optimal	0.8769972144269711
./model.xml	obj	R_3OAS80	optimal	0.8769972144237536
./model.xml	obj	R_3OXCOAT	optimal	0.8769972144269753
./model.xml	obj	R_3PEPTabcpp	optimal	0.8769972144269632
./model.xml	obj	R_3PEPTtex	optimal	0.8769972144269728
./model.xml	obj	R_3SLAR	optimal	0.8769972144269679
./model.xml	obj	R_3UMPtex	optimal	0.8769972144269658
./model.xml	obj	R_42A12BOOXpp	optimal	0.8769972144269783
./model.xml	obj	R_4ABZGLUH	optimal	0.8769972144269716
./model.xml	obj	R_4ABZGLUtex	optimal	0.8769972144269759
./model.xml	obj	R_4ABZGLUtr	optimal	0.8769972144269682
./model.xml	obj	R_4HBZt3pp	optimal	0.8769972144269648
./model.xml	obj	R_4HOXPACDtex	optimal	0.8769972144269694
./model.xml	obj	R_4HTHRA	optimal	0.8769947315394422
./model.xml	obj	R_4HTHRK	optimal	0.8769947315394387
./model.xml	obj	R_4PCP	optimal	0.8769972144269733
./model.xml	obj	R_4PCPpp	optimal	0.8769972144269712
./model.xml	obj	R_4PEPTabcpp	optimal	0.8769972144269647
./model.xml	obj	R_4PEPTtex	optimal	0.8769972144269635
./model.xml	obj	R_5DGLCNR	optimal	0.8769972144269687
./model.xml	obj	R_5DGLCNt2rpp	optimal	0.876997214426971
./model.xml	obj	R_5DGLCNtex	optimal	0.8769972144269695
./model.xml	obj	R_5DKGR	optimal	0.8769972144269692
./model.xml	obj	R_5DOAN	optimal	8.35445281164247e-18
./model.xml	obj	R_5MTRtex	optimal	0.8769972144269719
./model.xml	obj	R_5MTRtpp	optimal	0.8769972144269738
./model.xml	obj	R_6D6SFK	optimal	0.8769972144269705
./model.xml	obj	R_6D6SPA	optimal	0.8769972144269719
./model.xml	obj	R_A5PISO	optimal	-6.8857599703785346e-12
./model.xml	obj	R_AACPS1	optimal	0.8769972144269411
./model.xml	obj	R_AACPS2	optimal	0.8769972144269645
./model.xml	obj	R_AACPS3	optimal	0.8764712273643747
./model.xml	obj	R_AACPS4	optimal	0.8763773292479066
./model.xml	obj	R_AACPS5	optimal	0.8769972144269722
./model.xml	obj	R_AACPS6	optimal	0.8769972144269679
./model.xml	obj	R_AACPS7	optimal	0.8766764070821483
./model.xml	obj	R_AACPS8	optimal	0.8769972144269411
./model.xml	obj	R_AACPS9	optimal	0.876997214426955
./model.xml	obj	R_AACTOOR	optimal	0.8769972144269644
./model.xml	obj	R_AADDGT	optimal	0.8769972144269741
./model.xml	obj	R_AAMYL	optimal	0.8769972144269644
./model.xml	obj	R_AAMYLpp	optimal	0.8769972144269681
./model.xml	obj	R_AB6PGH	optimal	0.8769972144269714
./model.xml	obj	R_ABTA	optimal	0.8769972144269764
./model.xml	obj	R_ABUTD	optimal	0.876997214426955
./model.xml	obj	R_ABUTt2pp	optimal	0.8769972144269704
./model.xml	obj	R_ABUTtex	optimal	0.8769972144269681
./model.xml	obj	R_ACACCT	optimal	0.8769972144269693
./model.xml	obj	R_ACACT1r	optimal	0.8697742701387976
./model.xml	obj	R_ACACT2r	optimal	0.8697742701388074
./model.xml	obj	R_ACACT3r	optimal	0.8697742701388025
./model.xml	obj	R_ACACT4r	optimal	0.8717998444556726
./model.xml	obj	R_ACACT5r	optimal	0.8726378645547526
./model.xml	obj	R_ACACT6r	optimal	0.8734774973024461
./model.xml	obj	R_ACACT7r	optimal	0.8758520852665949
./model.xml	obj	R_ACACT8r	optimal	0.8769972144269712
./model.xml	obj	R_ACACt2pp	optimal	0.8769972144269675
./model.xml	obj	R_ACACtex	optimal	0.8769972144269714
./model.xml	obj	R_ACALD	optimal	0.8769972144269693
./model.xml	obj	R_ACALDtex	optimal	0.8769972144269736
./model.xml	obj	R_ACALDtpp	optimal	0.8769972144269648
./model.xml	obj	R_ACANTHAT	optimal	0.8769972144269679
./model.xml	obj	R_ACBIPGT	optimal	0.8769972144269645
./model.xml	obj	R_ACCOAC	optimal	9.997737843726813e-17
./model.xml	obj	R_ACCOAL	optimal	0.8769972144269675
./model.xml	obj	R_ACGAL1PPpp	optimal	0.8769972144269738
./model.xml	obj	R_ACGAL1Ptex	optimal	0.8769972144269687
./model.xml	obj	R_ACGALtex	optimal	0.8769972144269699
./model.xml	obj	R_ACGAM1PPpp	optimal	0.8769972144269675
./model.xml	obj	R_ACGAM1Ptex	optimal	0.8769972144269722
./model.xml	obj	R_ACGAMK	optimal	0.8769972144269703
./model.xml	obj	R_ACGAMT	optimal	0.8769972144269634
./model.xml	obj	R_ACGAptspp	optimal	0.8769972144269627
./model.xml	obj	R_ACGAtex	optimal	0.8769972144269675
./model.xml	obj	R_ACGK	optimal	-7.76242205844183e-17
./model.xml	obj	R_ACGS	optimal	-1.28000382294819e-17
./model.xml	obj	R_ACHBS	optimal	0.0
./model.xml	obj	R_ACKr	optimal	0.8750807916210759
./model.xml	obj	R_ACLS	optimal	2.5862961863524233e-16
./model.xml	obj	R_ACM6PH	optimal	0.8769972144269625
./model.xml	obj	R_ACMAMUT	optimal	0.8769972144269663
./model.xml	obj	R_ACMANAptspp	optimal	0.8769972144269548
./model.xml	obj	R_ACMANAtex	optimal	0.8769972144269675
./model.xml	obj	R_ACMUMptspp	optimal	0.876997214426969
./model.xml	obj	R_ACMUMtex	optimal	0.8769972144269713
./model.xml	obj	R_ACNAMt2pp	optimal	0.876997214426969
./model.xml	obj	R_ACNAMtex	optimal	0.8769972144269675
./model.xml	obj	R_ACNML	optimal	0.8769972144269693
./model.xml	obj	R_ACOAD1f	optimal	0.8769972144269681
./model.xml	obj	R_ACOAD1fr	optimal	0.8697742701388101
./model.xml	obj	R_ACOAD2f	optimal	0.8697742701385769
./model.xml	obj	R_ACOAD3f	optimal	0.8697742701388056
./model.xml	obj	R_ACOAD4f	optimal	0.8717998444556657
./model.xml	obj	R_ACOAD5f	optimal	0.8726378645547593
./model.xml	obj	R_ACOAD6f	optimal	0.8753274704996393
./model.xml	obj	R_ACOAD7f	optimal	0.8764712273643753
./model.xml	obj	R_ACOAD8f	optimal	0.8769972144269736
./model.xml	obj	R_ACOATA	optimal	0.8769972144269712
./model.xml	obj	R_ACODA	optimal	-2.581429964919906e-16
./model.xml	obj	R_ACOLIPAabctex	optimal	0.8769972144269744
./model.xml	obj	R_ACONIs	optimal	0.8769972144269663
./model.xml	obj	R_ACONMT	optimal	0.8769972144269719
./model.xml	obj	R_ACONTa	optimal	-5.336557171214556e-17
./model.xml	obj	R_ACONTb	optimal	5.565089506344281e-15
./model.xml	obj	R_ACOTA	optimal	0.0
./model.xml	obj	R_ACOXT	optimal	0.8769972144269681
./model.xml	obj	R_ACP1_FMN	optimal	0.8769972144269707
./model.xml	obj	R_ACP1p	optimal	0.8769972144269683
./model.xml	obj	R_ACPPAT120	optimal	0.8769972144269728
./model.xml	obj	R_ACPPAT140	optimal	0.8769972144269672
./model.xml	obj	R_ACPPAT141	optimal	0.8769972144269647
./model.xml	obj	R_ACPPAT160	optimal	0.876997214426955
./model.xml	obj	R_ACPPAT161	optimal	0.8769972144269759
./model.xml	obj	R_ACPPAT180	optimal	0.8769972144269575
./model.xml	obj	R_ACPPAT181	optimal	0.8769972144269633
./model.xml	obj	R_ACPS1	optimal	0.8769972144269718
./model.xml	obj	R_ACS	optimal	0.8769972144269625
./model.xml	obj	R_ACSERtex	optimal	0.876997214426955
./model.xml	obj	R_ACSERtpp	optimal	0.8769972144269692
./model.xml	obj	R_ACt2rpp	optimal	0.8769972144269712
./model.xml	obj	R_ACt4pp	optimal	0.8769972144269662
./model.xml	obj	R_ACtex	optimal	0.8769972144269691
./model.xml	obj	R_ADA	optimal	0.8769972144269682
./model.xml	obj	R_ADCL	optimal	2.1368497346323027e-16
./model.xml	obj	R_ADCS	optimal	-1.5336196470148101e-16
./model.xml	obj	R_ADD	optimal	0.8769972144269716
./model.xml	obj	R_ADEt2rpp	optimal	0.8769972144237536
./model.xml	obj	R_ADEtex	optimal	0.8769972144269745
./model.xml	obj	R_ADK1	optimal	0.8769972144269724
./model.xml	obj	R_ADK3	optimal	0.8769972144269713
./model.xml	obj	R_ADK4	optimal	0.876997214426969
./model.xml	obj	R_ADMDC	optimal	0.8769972144269663
./model.xml	obj	R_ADNCYC	optimal	0.8769972144269692
./model.xml	obj	R_ADNK1	optimal	0.8769949942192843
./model.xml	obj	R_ADNUC	optimal	0.8769972144269692
./model.xml	obj	R_ADNt2pp_copy1	optimal	0.8769972144269759
./model.xml	obj	R_ADNt2pp_copy2	optimal	0.8769972144269634
./model.xml	obj	R_ADNtex	optimal	0.8769972144269734
./model.xml	obj	R_ADOCBIK	optimal	0.8769972144269645
./model.xml	obj	R_ADOCBLS	optimal	0.8769972144269687
./model.xml	obj	R_ADOCBLabcpp	optimal	0.8769972144269736
./model.xml	obj	R_ADOCBLtonex	optimal	0.8769972144269692
./model.xml	obj	R_ADPRDP	optimal	0.8769972144269683
./model.xml	obj	R_ADPT	optimal	0.8769972144269692
./model.xml	obj	R_ADSK	optimal	1.3167374653581888e-15
./model.xml	obj	R_ADSL1r	optimal	9.815155261518501e-15
./model.xml	obj	R_ADSL2r	optimal	8.067132325858792e-15
./model.xml	obj	R_ADSS	optimal	1.280488215590703e-14
./model.xml	obj	R_AGDC	optimal	0.876997214426923
./model.xml	obj	R_AGM3PA	optimal	0.8769972144269675
./model.xml	obj	R_AGM3PApp	optimal	0.8769972144269635
./model.xml	obj	R_AGM3PH	optimal	0.8769972144269679
./model.xml	obj	R_AGM3Pt2pp	optimal	0.8769972144269625
./model.xml	obj	R_AGM4PA	optimal	0.8769972144269661
./model.xml	obj	R_AGM4PApp	optimal	0.8769972144269675
./model.xml	obj	R_AGM4PCP	optimal	0.8769972144269722
./model.xml	obj	R_AGM4PCPpp	optimal	0.8769972144269661
./model.xml	obj	R_AGM4PH	optimal	0.8769972144269679
./model.xml	obj	R_AGM4Pt2pp	optimal	0.8769972144269753
./model.xml	obj	R_AGMH	optimal	0.8769972144269625
./model.xml	obj	R_AGMHE	optimal	0.8769972144269736
./model.xml	obj	R_AGMT	optimal	0.8769972144269575
./model.xml	obj	R_AGMt2pp	optimal	0.8769972144269701
./model.xml	obj	R_AGMtex	optimal	0.8769972144269675
./model.xml	obj	R_AGPAT120	optimal	0.8769972144269734
./model.xml	obj	R_AGPAT140	optimal	0.8769972144269663
./model.xml	obj	R_AGPAT141	optimal	0.8769972144269688
./model.xml	obj	R_AGPAT160	optimal	-4.4522229892891634e-17
./model.xml	obj	R_AGPAT161	optimal	0.0
./model.xml	obj	R_AGPAT180	optimal	0.8769972144269645
./model.xml	obj	R_AGPAT181	optimal	0.876997214426966
./model.xml	obj	R_AGPR	optimal	-2.2259725490728395e-16
./model.xml	obj	R_AGt3	optimal	0.8769972144269675
./model.xml	obj	R_AHCYSNS	optimal	2.225598060680792e-20
./model.xml	obj	R_AHGDx	optimal	0.8769972144269623
./model.xml	obj	R_AI2K	optimal	0.8769683954859705
./model.xml	obj	R_AI2abcpp	optimal	0.8769972144269713
./model.xml	obj	R_AI2tex	optimal	0.8769972144269362
./model.xml	obj	R_AI2tpp	optimal	0.8769972144269691
./model.xml	obj	R_AICART	optimal	-1.558066819418969e-14
./model.xml	obj	R_AIRC2	optimal	-2.220552791790235e-14
./model.xml	obj	R_AIRC3	optimal	-4.29053175052859e-15
./model.xml	obj	R_AKGDH	optimal	0.8633703561644799
./model.xml	obj	R_AKGt2rpp	optimal	0.8769972144269695
./model.xml	obj	R_AKGtex	optimal	0.8769972144269725
./model.xml	obj	R_ALAALAD	optimal	0.8769972144269713
./model.xml	obj	R_ALAALAabcpp	optimal	0.8769972144269679
./model.xml	obj	R_ALAALAr	optimal	5.018046278758431e-16
./model.xml	obj	R_ALAALAtex	optimal	0.8769972144269904
./model.xml	obj	R_ALAGLUE	optimal	0.876997214426966
./model.xml	obj	R_ALAR	optimal	0.0
./model.xml	obj	R_ALATA_D2	optimal	0.8769972144269672
./model.xml	obj	R_ALATA_L	optimal	0.8769972144269711
./model.xml	obj	R_ALATA_L2	optimal	0.8769972144269745
./model.xml	obj	R_ALAabcpp	optimal	0.8769972144269694
./model.xml	obj	R_ALAt2pp	optimal	0.876997214426969
./model.xml	obj	R_ALAt4pp	optimal	0.8769972144269644
./model.xml	obj	R_ALAtex	optimal	0.8769972144269723
./model.xml	obj	R_ALAtpp	optimal	0.8769972144269735
./model.xml	obj	R_ALCD19	optimal	0.8769972144269658
./model.xml	obj	R_ALCD2x	optimal	0.8769972144269762
./model.xml	obj	R_ALDD19xr	optimal	0.8769972144269733
./model.xml	obj	R_ALDD2y	optimal	0.8769972144269685
./model.xml	obj	R_ALDD3y	optimal	0.8769972144269716
./model.xml	obj	R_ALDD4	optimal	0.8769972144269707
./model.xml	obj	R_ALKP	optimal	0.876997214426971
./model.xml	obj	R_ALLK	optimal	0.876997214426969
./model.xml	obj	R_ALLPI	optimal	0.8769972144269645
./model.xml	obj	R_ALLTAMH2	optimal	0.8769972144269707
./model.xml	obj	R_ALLTN	optimal	0.8769972144269716
./model.xml	obj	R_ALLTNt2rpp	optimal	0.8769972144269653
./model.xml	obj	R_ALLTNtex	optimal	0.8769972144269644
./model.xml	obj	R_ALLULPE	optimal	0.8769972144269637
./model.xml	obj	R_ALLabcpp	optimal	0.8769972144269661
./model.xml	obj	R_ALLtex	optimal	0.8769972144269716
./model.xml	obj	R_ALPATE160pp	optimal	0.8769972144269635
./model.xml	obj	R_ALPATG160pp	optimal	0.8769972144269638
./model.xml	obj	R_ALR2	optimal	0.8769972144269671
./model.xml	obj	R_ALR2x	optimal	0.8769972144269695
./model.xml	obj	R_ALR4x	optimal	0.8769972144269705
./model.xml	obj	R_ALTRH	optimal	0.8769972144186416
./model.xml	obj	R_AM3PA	optimal	0.8769972144269672
./model.xml	obj	R_AM4PA	optimal	0.8769972144269648
./model.xml	obj	R_AM4PCP	optimal	0.8769972144269687
./model.xml	obj	R_AMALT1	optimal	0.8769972144269699
./model.xml	obj	R_AMALT2	optimal	0.8769972144269695
./model.xml	obj	R_AMALT3	optimal	0.876997214426975
./model.xml	obj	R_AMALT4	optimal	0.876997214426955
./model.xml	obj	R_AMANAPEr	optimal	0.8769972144269695
./model.xml	obj	R_AMANK	optimal	0.8769972144269721
./model.xml	obj	R_AMAOTr	optimal	-4.559220883643165e-17
./model.xml	obj	R_AMMQLT8	optimal	0.8769972144269653
./model.xml	obj	R_AMPMS2	optimal	-1.6658894116620306e-16
./model.xml	obj	R_AMPN	optimal	0.8769972144269716
./model.xml	obj	R_AMPNTAT	optimal	0.8769972144269675
./model.xml	obj	R_AMPTASECG	optimal	0.8769972144269675
./model.xml	obj	R_AMPTASEPG	optimal	0.8769972144269712
./model.xml	obj	R_AMPtex	optimal	0.8769972144269625
./model.xml	obj	R_ANHGMtex	optimal	0.8769972144269635
./model.xml	obj	R_ANHMK	optimal	0.8769972144269689
./model.xml	obj	R_ANPRT	optimal	0.0
./model.xml	obj	R_ANS	optimal	0.0
./model.xml	obj	R_AOBUTDs	optimal	0.8769972144269718
./model.xml	obj	R_AOXSr2	optimal	-2.942385290565537e-16
./model.xml	obj	R_AP4AH	optimal	0.8769972144269623
./model.xml	obj	R_AP4AS	optimal	0.8769972144269644
./model.xml	obj	R_AP5AH	optimal	0.8769972144269715
./model.xml	obj	R_APCS	optimal	0.8769972144269629
./model.xml	obj	R_APG3PAT120	optimal	0.8769972144269681
./model.xml	obj	R_APG3PAT140	optimal	0.8769972144269751
./model.xml	obj	R_APG3PAT141	optimal	0.8769972144269672
./model.xml	obj	R_APG3PAT160	optimal	0.8769972144269638
./model.xml	obj	R_APG3PAT161	optimal	0.8769972144269723
./model.xml	obj	R_APG3PAT180	optimal	0.876997214426971
./model.xml	obj	R_APG3PAT181	optimal	0.8769972144269712
./model.xml	obj	R_APH120	optimal	0.8769972144269725
./model.xml	obj	R_APH140	optimal	0.8769972144269648
./model.xml	obj	R_APH141	optimal	0.8769972144269678
./model.xml	obj	R_APH160	optimal	0.8769972144269573
./model.xml	obj	R_APH161	optimal	0.8769972144269679
./model.xml	obj	R_APH180	optimal	0.8769972144269738
./model.xml	obj	R_APH181	optimal	0.8769972144269682
./model.xml	obj	R_APPLDHr	optimal	0.8769972144269687
./model.xml	obj	R_APRAUR	optimal	4.8150457817863916e-17
./model.xml	obj	R_ARABDI	optimal	0.8769972144269648
./model.xml	obj	R_ARAI	optimal	0.8769972144269634
./model.xml	obj	R_ARBTNR1	optimal	0.8769972144269675
./model.xml	obj	R_ARBTNR2	optimal	0.8769972144269695
./model.xml	obj	R_ARBTNR3	optimal	0.8769972144269695
./model.xml	obj	R_ARBTNabcpp	optimal	0.8769972144269634
./model.xml	obj	R_ARBTNexs	optimal	0.8769972144269647
./model.xml	obj	R_ARBTNtex	optimal	0.8769972144269548
./model.xml	obj	R_ARBTNtonex	optimal	0.8769972144269695
./model.xml	obj	R_ARBTNtpp	optimal	0.8769972144269722
./model.xml	obj	R_ARBTptspp	optimal	0.8769972144269644
./model.xml	obj	R_ARBTtex	optimal	0.8769972144269721
./model.xml	obj	R_ARBabcpp	optimal	0.8769972144269671
./model.xml	obj	R_ARBt2rpp	optimal	0.8769972144269719
./model.xml	obj	R_ARBt3ipp	optimal	0.8769972144269692
./model.xml	obj	R_ARBtex	optimal	0.8769972144269645
./model.xml	obj	R_ARGAGMt7pp	optimal	0.8769972144269683
./model.xml	obj	R_ARGDC	optimal	0.8769972144269703
./model.xml	obj	R_ARGDCpp	optimal	0.8769972144269702
./model.xml	obj	R_ARGORNt7pp	optimal	0.8769972144269722
./model.xml	obj	R_ARGSL	optimal	0.0
./model.xml	obj	R_ARGSS	optimal	0.0
./model.xml	obj	R_ARGabcpp	optimal	0.8769972144269663
./model.xml	obj	R_ARGt3pp	optimal	0.8769972144269628
./model.xml	obj	R_ARGtex	optimal	0.8769972144269679
./model.xml	obj	R_ARHGDx	optimal	0.8769972144269672
./model.xml	obj	R_ARMEPNS	optimal	0.8769972144269645
./model.xml	obj	R_ASAD	optimal	7.371063315595819e-18
./model.xml	obj	R_ASCBPL	optimal	0.8769972144269663
./model.xml	obj	R_ASCBptspp	optimal	0.8769972144269721
./model.xml	obj	R_ASCBtex	optimal	0.8769972144269703
./model.xml	obj	R_ASNN	optimal	0.876997214426969
./model.xml	obj	R_ASNNpp	optimal	0.876997214426956
./model.xml	obj	R_ASNS1	optimal	0.8769972144269725
./model.xml	obj	R_ASNS2	optimal	0.8762026993321453
./model.xml	obj	R_ASNt2rpp	optimal	0.8769972144269695
./model.xml	obj	R_ASNtex	optimal	0.8769972144269695
./model.xml	obj	R_ASO3t8pp	optimal	0.8769972144269673
./model.xml	obj	R_ASO3tex	optimal	0.8769972144269695
./model.xml	obj	R_ASP1DC	optimal	-2.1147939892983752e-17
./model.xml	obj	R_ASPCT	optimal	0.0
./model.xml	obj	R_ASPK	optimal	-2.7112470699213297e-16
./model.xml	obj	R_ASPO3	optimal	0.8769972144269672
./model.xml	obj	R_ASPO4	optimal	0.8769972144237536
./model.xml	obj	R_ASPO5	optimal	0.8769972144269703
./model.xml	obj	R_ASPO6	optimal	0.8769972144269648
./model.xml	obj	R_ASPT	optimal	0.8769972144269674
./model.xml	obj	R_ASPTA	optimal	-2.0391429376063918e-15
./model.xml	obj	R_ASPabcpp	optimal	0.8769972144269661
./model.xml	obj	R_ASPt2_2pp	optimal	0.8769972144269755
./model.xml	obj	R_ASPt2_3pp	optimal	0.8769972144269632
./model.xml	obj	R_ASPt2pp	optimal	0.8769972144269734
./model.xml	obj	R_ASPtex	optimal	0.876997214426955
./model.xml	obj	R_ASPtpp	optimal	0.8769972144269684
./model.xml	obj	R_ASR	optimal	0.8769972144269653
./model.xml	obj	R_AST	optimal	0.8769972144269628
./model.xml	obj	R_ATHRDHr	optimal	0.8769972144269728
./model.xml	obj	R_ATPHs	optimal	0.8769972144269623
./model.xml	obj	R_ATPM	optimal	0.9028023138992557
./model.xml	obj	R_ATPPRT	optimal	-8.685631537498289e-17
