model	objective	reaction	flux	status	minimum	maximum	fraction_optimum
./model.xml	obj	R_3OAS121	0.0	optimal	0.0	-2.5096319467010632e-11	1.0
./model.xml	obj	R_3OAS140	0.0682514312155643	optimal	0.06825143121556435	0.06825143117791982	1.0
./model.xml	obj	R_3OAS141	0.0	optimal	0.0	-2.5096319467010632e-11	1.0
./model.xml	obj	R_3OAS160	0.0	optimal	0.0	-7.528893064545598e-11	1.0
./model.xml	obj	R_3OAS161	0.0	optimal	0.0	-7.528893064545629e-11	1.0
./model.xml	obj	R_3OAS180	0.0	optimal	0.0	-3.46156002967614e-11	1.0
./model.xml	obj	R_3OAS181	0.0	optimal	0.0	-1.7014447603492893e-11	1.0
./model.xml	obj	R_3OAS60	0.0	optimal	0.0	-2.2143803131016648e-11	1.0
./model.xml	obj	R_3OAS80	0.0	optimal	0.0	-2.2143803131016648e-11	1.0
./model.xml	obj	R_3OXCOAT	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_3PEPTabcpp	0.0	optimal	0.0	-7.528895840103197e-12	1.0
./model.xml	obj	R_3PEPTtex	0.0	optimal	-1.6116887346890758e-15	0.0	1.0
./model.xml	obj	R_3SLAR	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_3UMPtex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_42A12BOOXpp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_4ABZGLUH	0.0	optimal	-2.3262305382458114e-15	0.0	1.0
./model.xml	obj	R_4ABZGLUtex	0.0	optimal	-2.3262305382458114e-15	0.0	1.0
./model.xml	obj	R_4ABZGLUtr	0.0	optimal	-2.3262305382458114e-15	0.0	1.0
./model.xml	obj	R_4HBZt3pp	0.0	optimal	0.0	-2.964132220513078e-12	1.0
./model.xml	obj	R_4HOXPACDtex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_4HTHRA	-0.0005867111364494249	optimal	-0.0005867111364515959	-0.0005867112201060019	1.0
./model.xml	obj	R_4HTHRK	0.0005867111364494249	optimal	0.0005867111363466567	0.000586711136451278	1.0
./model.xml	obj	R_4PCP	0.0	optimal	0.0	-8.009142403660112e-12	1.0
./model.xml	obj	R_4PCPpp	0.0	optimal	0.0	-7.84228527025052e-12	1.0
./model.xml	obj	R_4PEPTabcpp	0.0	optimal	0.0	-7.380974372000484e-12	1.0
./model.xml	obj	R_4PEPTtex	0.0	optimal	-1.6172082166571923e-15	0.0	1.0
./model.xml	obj	R_5DGLCNR	0.0	optimal	0.0	-3.7642969297202383e-10	1.0
./model.xml	obj	R_5DGLCNt2rpp	0.0	optimal	-5.555585873692941e-15	0.0	1.0
./model.xml	obj	R_5DGLCNtex	0.0	optimal	-5.555585873692941e-15	0.0	1.0
./model.xml	obj	R_5DKGR	0.0	optimal	0.0	-3.7642969297202383e-10	1.0
./model.xml	obj	R_5DOAN	0.0001973243732460676	optimal	0.00019732437324606792	0.00019732436932492502	1.0
./model.xml	obj	R_5MTRtex	0.0	optimal	-1.3707541342928912e-15	0.0	1.0
./model.xml	obj	R_5MTRtpp	0.0	optimal	0.0	-1.1494036426626755e-12	1.0
./model.xml	obj	R_6D6SFK	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_6D6SPA	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_A5PISO	0.03412571560778215	optimal	0.03412571560778217	0.03412571560745282	1.0
./model.xml	obj	R_AACPS1	0.0	optimal	0.0	-4.344791193489094e-12	1.0
./model.xml	obj	R_AACPS2	0.0	optimal	0.0	-4.344791193489094e-12	1.0
./model.xml	obj	R_AACPS3	0.11192940048288498	optimal	0.11192940048288497	0.1119294004791069	1.0
./model.xml	obj	R_AACPS4	0.13192493697181984	optimal	0.13192493697181984	0.13192493696910434	1.0
./model.xml	obj	R_AACPS5	0.0	optimal	0.0	-3.620659327907573e-12	1.0
./model.xml	obj	R_AACPS6	0.0	optimal	0.0	-2.715494495930672e-12	1.0
./model.xml	obj	R_AACPS7	0.0682514312155643	optimal	0.0682514312155643	0.06825143121284881	1.0
./model.xml	obj	R_AACPS8	0.0	optimal	0.0	-4.344763437913541e-12	1.0
./model.xml	obj	R_AACPS9	0.0	optimal	0.0	-2.7154840875898125e-12	1.0
./model.xml	obj	R_AACTOOR	0.0	optimal	0.0	-3.3421470719146775e-12	1.0
./model.xml	obj	R_AADDGT	0.0	optimal	0.0	-5.272804846467311e-14	1.0
./model.xml	obj	R_AAMYL	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AAMYLpp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AB6PGH	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ABTA	0.0	optimal	0.0	8.259171124791465e-12	1.0
./model.xml	obj	R_ABUTD	0.0	optimal	0.0	1.989519660128255e-12	1.0
./model.xml	obj	R_ABUTt2pp	0.0	optimal	0.0	1000.0	1.0
./model.xml	obj	R_ABUTtex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACACCT	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACACT1r	0.3121057686702691	optimal	0.3121057686702692	0.31210576867047146	1.0
./model.xml	obj	R_ACACT2r	0.3121057686702691	optimal	0.3121057686702692	0.31210576867047146	1.0
./model.xml	obj	R_ACACT3r	0.3121057686702691	optimal	0.3121057686702692	0.31210576867033096	1.0
./model.xml	obj	R_ACACT4r	0.3121057686702691	optimal	0.3121057686702692	0.31210576867033096	1.0
./model.xml	obj	R_ACACT5r	0.3121057686702691	optimal	0.3121057686702691	0.31210576867033096	1.0
./model.xml	obj	R_ACACT6r	0.2438543374547048	optimal	0.24385433745470478	0.2438543374547151	1.0
./model.xml	obj	R_ACACT7r	0.2438543374547048	optimal	0.24385433745470478	0.24385433745471105	1.0
./model.xml	obj	R_ACACT8r	0.0	optimal	-3.0169103930031634e-19	1.0159373342588651e-12	1.0
./model.xml	obj	R_ACACt2pp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACACtex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACALD	0.0	optimal	-4.625929269271502e-17	2.3874235921538736e-11	1.0
./model.xml	obj	R_ACALDtex	0.0	optimal	-3.7507534615715e-18	0.0	1.0
./model.xml	obj	R_ACALDtpp	0.0	optimal	-3.7507534615715e-18	0.0	1.0
./model.xml	obj	R_ACANTHAT	0.0	optimal	0.0	1.4828717963688777e-13	1.0
./model.xml	obj	R_ACBIPGT	0.0	optimal	0.0	1.2665377146704989e-13	1.0
./model.xml	obj	R_ACCOAC	0.06825669319885087	optimal	0.06825669319885083	0.06825669320587269	1.0
./model.xml	obj	R_ACCOAL	0.0	optimal	0.0	1000.0	1.0
./model.xml	obj	R_ACGAL1PPpp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACGAL1Ptex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACGALtex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACGAM1PPpp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACGAM1Ptex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACGAMK	0.0	optimal	0.0	-6.038068595839516e-13	1.0
./model.xml	obj	R_ACGAMT	0.0	optimal	0.0	-6.741532898267427e-14	1.0
./model.xml	obj	R_ACGAptspp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACGAtex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACGK	0.25940876004978153	optimal	0.25940876004978153	0.25940876004746694	1.0
./model.xml	obj	R_ACGS	0.25940876004978153	optimal	0.25940876004978153	0.25940876004746694	1.0
./model.xml	obj	R_ACHBS	0.25479312371025237	optimal	0.25479312371025237	0.25479312371003193	1.0
./model.xml	obj	R_ACKr	0.5105755002783825	optimal	0.510575500278378	0.5105755002692267	1.0
./model.xml	obj	R_ACLS	0.7668174233868661	optimal	0.7668174233868639	0.7668174233866966	1.0
./model.xml	obj	R_ACM6PH	0.0	optimal	-3.5584071302088566e-19	-6.038068595839516e-13	1.0
./model.xml	obj	R_ACMAMUT	0.0	optimal	0.0	-6.741532898267427e-14	1.0
./model.xml	obj	R_ACMANAptspp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACMANAtex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACMUMptspp	0.0	optimal	-7.116814260417713e-19	0.0	1.0
./model.xml	obj	R_ACMUMtex	0.0	optimal	-7.116814260417713e-19	0.0	1.0
./model.xml	obj	R_ACNAMt2pp	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACNAMtex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACNML	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACOAD1f	0.0	optimal	0.0	999.6878942313298	1.0
./model.xml	obj	R_ACOAD1fr	0.3121057686702691	optimal	0.3121057686702692	1000.0	1.0
./model.xml	obj	R_ACOAD2f	-0.3121057686702691	optimal	-0.3121057686702692	-0.3121057686702707	1.0
./model.xml	obj	R_ACOAD3f	-0.3121057686702691	optimal	-0.3121057686702692	-0.3121057686702707	1.0
./model.xml	obj	R_ACOAD4f	-0.3121057686702691	optimal	-0.3121057686702692	-0.31210576866775014	1.0
./model.xml	obj	R_ACOAD5f	-0.3121057686702691	optimal	-0.3121057686702691	-0.3121057686652277	1.0
./model.xml	obj	R_ACOAD6f	-0.2438543374547048	optimal	-0.2438543374547048	-0.24385433744965307	1.0
./model.xml	obj	R_ACOAD7f	-0.11192940048288498	optimal	-0.11192940048288497	-0.11192940047783301	1.0
./model.xml	obj	R_ACOAD8f	0.0	optimal	0.0	2.1965038483714437e-12	1.0
./model.xml	obj	R_ACOATA	0.0	optimal	-3.4694469519536204e-17	1.4858702503689193e-12	1.0
./model.xml	obj	R_ACODA	0.25940876004978153	optimal	0.25940876004978153	0.25940876005188357	1.0
./model.xml	obj	R_ACOLIPAabctex	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACONIs	0.0	optimal	-1.2015400699406525e-18	0.0	1.0
./model.xml	obj	R_ACONMT	0.0	optimal	-9.122238895413031e-35	0.0	1.0
./model.xml	obj	R_ACONTa	6.913003110880897	optimal	6.913003110880897	6.913003110889746	1.0
./model.xml	obj	R_ACONTb	6.913003110880897	optimal	6.913003110880897	6.913003110889746	1.0
./model.xml	obj	R_ACOTA	-0.25940876004978153	optimal	-0.25940876004978153	-0.25940876004978153	1.0
./model.xml	obj	R_ACOXT	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACP1_FMN	0.0	optimal	0.0	6.3060667798709215e-12	1.0
./model.xml	obj	R_ACP1p	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACPPAT120	0.0	optimal	0.0	3.1530333899354607e-12	1.0
./model.xml	obj	R_ACPPAT140	0.0	optimal	0.0	3.1530333899354664e-12	1.0
./model.xml	obj	R_ACPPAT141	0.0	optimal	0.0	3.153033389935462e-12	1.0
./model.xml	obj	R_ACPPAT160	0.05596470024144249	optimal	0.0	0.055964700244595524	1.0
./model.xml	obj	R_ACPPAT161	0.06596246848590992	optimal	0.0	0.06596246848906295	1.0
./model.xml	obj	R_ACPPAT180	0.0	optimal	0.0	3.1530333899354595e-12	1.0
./model.xml	obj	R_ACPPAT181	0.0	optimal	0.0	3.1530333899354607e-12	1.0
./model.xml	obj	R_ACPS1	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_ACS	0.0	optimal	0.0	6.3060667798709215e-12	1.0
./model.xml	obj	R_ACSERtex	0.0	optimal	-1.9010668229882932e-18	0.0	1.0
./model.xml	obj	R_ACSERtpp	0.0	optimal	8.287088275604142e-34	3.45537905746352e-13	1.0
./model.xml	obj	R_ACt2rpp	-0.004564770501090165	optimal	-1000.0	0.0	1.0
./model.xml	obj	R_ACt4pp	0.004564770501092366	optimal	0.0	1000.0	1.0
./model.xml	obj	R_ACtex	0.0	optimal	-7.958078640513122e-13	0.0	1.0
./model.xml	obj	R_ADA	0.0	optimal	0.0	2.5238477974198726e-11	1.0
./model.xml	obj	R_ADCL	0.0005867111364494249	optimal	0.0005867111364515343	0.0005867111365760283	1.0
./model.xml	obj	R_ADCS	0.0005867111364494249	optimal	0.0005867111364515343	0.0005867111365760283	1.0
./model.xml	obj	R_ADD	0.0	optimal	0.0	5.030376115655595e-12	1.0
./model.xml	obj	R_ADEt2rpp	0.0	optimal	-2.3119647846604e-13	0.0	1.0
./model.xml	obj	R_ADEtex	0.0	optimal	-2.3119647846604e-13	0.0	1.0
./model.xml	obj	R_ADK1	1.4828496920807068	optimal	-1000.0	1000.0	1.0
./model.xml	obj	R_ADK3	0.0	optimal	-1000.0	1000.0	1.0
./model.xml	obj	R_ADK4	0.0	optimal	1.9952040020144298e-11	0.0	1.0
./model.xml	obj	R_ADMDC	0.0	optimal	0.0	-9.183817182433886e-13	1.0
./model.xml	obj	R_ADNCYC	0.0	optimal	0.0	-3.8973824167953775e-11	1.0
./model.xml	obj	R_ADNK1	0.000590219125309349	optimal	0.000590219145261389	0.023537728160057784	1.0
./model.xml	obj	R_ADNUC	0.0	optimal	0.0	-7.794764833590755e-11	1.0
./model.xml	obj	R_ADNt2pp_copy1	0.0	optimal	0.0	1000.0	1.0
./model.xml	obj	R_ADNt2pp_copy2	0.0	optimal	-1000.0	0.0	1.0
./model.xml	obj	R_ADNtex	0.0	optimal	7.149862478539488e-13	0.0	1.0
./model.xml	obj	R_ADOCBIK	0.0	optimal	0.0	-1.6475026471268309e-12	1.0
./model.xml	obj	R_ADOCBLS	0.0	optimal	0.0	-1.6475026471268309e-12	1.0
./model.xml	obj	R_ADOCBLabcpp	0.0	optimal	7.025517044130107e-13	-6.739493869864388e-17	1.0
./model.xml	obj	R_ADOCBLtonex	0.0	optimal	7.025517044130107e-13	-6.739493869864388e-17	1.0
./model.xml	obj	R_ADPRDP	0.0	optimal	0.0	-1.1091223177978821e-11	1.0
./model.xml	obj	R_ADPT	0.0	optimal	0.0	-7.76385622458519e-11	1.0
./model.xml	obj	R_ADSK	0.2170410246208166	optimal	0.21704102462079825	0.2170410246142795	1.0
./model.xml	obj	R_ADSL1r	0.26248877426686523	optimal	0.26248877426748113	0.2624887742064648	1.0
./model.xml	obj	R_ADSL2r	0.3927140906371234	optimal	0.3927140906378017	0.3927140906318053	1.0
./model.xml	obj	R_ADSS	0.26248877426686523	optimal	0.26248877426748113	0.2624887742064648	1.0
./model.xml	obj	R_AGDC	0.0	optimal	0.0	-1.350235865145249e-11	1.0
./model.xml	obj	R_AGM3PA	0.0	optimal	0.0	-1.3215074424825843e-11	1.0
./model.xml	obj	R_AGM3PApp	0.0	optimal	0.0	-6.211084979668147e-12	1.0
./model.xml	obj	R_AGM3PH	0.0	optimal	0.0	-6.751179325726243e-12	1.0
./model.xml	obj	R_AGM3Pt2pp	0.0	optimal	0.0	-6.751179325726244e-12	1.0
./model.xml	obj	R_AGM4PA	0.0	optimal	0.0	-6.607537212412921e-12	1.0
./model.xml	obj	R_AGM4PApp	0.0	optimal	0.0	-6.607537212412921e-12	1.0
./model.xml	obj	R_AGM4PCP	0.0	optimal	0.0	-6.60753721241292e-12	1.0
./model.xml	obj	R_AGM4PCPpp	0.0	optimal	0.0	-6.469880187154317e-12	1.0
./model.xml	obj	R_AGM4PH	0.0	optimal	0.0	-6.6075372124129214e-12	1.0
./model.xml	obj	R_AGM4Pt2pp	0.0	optimal	0.0	-6.6075372124129214e-12	1.0
./model.xml	obj	R_AGMH	0.0	optimal	0.0	-6.751179325726244e-12	1.0
./model.xml	obj	R_AGMHE	0.0	optimal	0.0	-3.3032414932022316e-13	1.0
./model.xml	obj	R_AGMT	0.0	optimal	0.0	-1.1502009221607693e-11	1.0
./model.xml	obj	R_AGMt2pp	0.0	optimal	0.0	-6.211084979668147e-12	1.0
./model.xml	obj	R_AGMtex	0.0	optimal	1.0918033244256208e-12	0.0	1.0
./model.xml	obj	R_AGPAT120	0.0	optimal	0.0	-2.3888788383339067e-11	1.0
./model.xml	obj	R_AGPAT140	0.0	optimal	0.0	-4.253998870765416e-12	1.0
./model.xml	obj	R_AGPAT141	0.0	optimal	0.0	-5.8108184930460966e-12	1.0
./model.xml	obj	R_AGPAT160	0.05596470024144249	optimal	0.05596470024144249	0.05596470023697263	1.0
./model.xml	obj	R_AGPAT161	0.06596246848590992	optimal	0.06596246848590992	0.0659624684786464	1.0
./model.xml	obj	R_AGPAT180	0.0	optimal	0.0	-7.26352311630765e-12	1.0
./model.xml	obj	R_AGPAT181	0.0	optimal	0.0	-1.4527046232615235e-11	1.0
./model.xml	obj	R_AGPR	-0.25940876004978153	optimal	-0.25940876003968233	-0.25940876004978153	1.0
./model.xml	obj	R_AGt3	0.0	optimal	0.0	0.0	1.0
./model.xml	obj	R_AHCYSNS	0.00039289475206328136	optimal	0.00039289475206328136	0.00039289474544833617	1.0
./model.xml	obj	R_AHGDx	0.0	optimal	4.039672300374843e-11	0.0	1.0
./model.xml	obj	R_AI2K	0.00039289475206328136	optimal	0.00039289475370098636	0.00039289474544833617	1.0
./model.xml	obj	R_AI2abcpp	0.0	optimal	1.63770498663842e-12	-2.9054092465230548e-11	1.0
./model.xml	obj	R_AI2tex	0.0	optimal	1.63770498663842e-12	0.0	1.0
./model.xml	obj	R_AI2tpp	0.0	optimal	0.0	-2.9054092465230548e-11	1.0
./model.xml	obj	R_AICART	0.4757990527375055	optimal	0.47579905273818457	0.4757990527356408	1.0
./model.xml	obj	R_AIRC2	0.3927140906371234	optimal	0.39271409063780255	0.3927140906352588	1.0
