#	ID	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	LOWER BOUND	UPPER BOUND	OBJECTIVE	COMPARTMENT	MIRIAM	SUBSYSTEM	REPLACEMENT ID	NOTE	REFERENCE	CONFIDENCE SCORE
	R_ACALD	Acetaldehyde dehydrogenase (acetylating)	Nicotinamide adenine dinucleotide[c] + Coenzyme A[c] + Acetaldehyde[c] <=> H+[c] + Acetyl-CoA[c] + Nicotinamide adenine dinucleotide - reduced[c]	1.2.1.10	G_b0351 or G_b1241	-1000	1000			bigg.reaction/ACALD;biocyc/META:ACETALD-DEHYDROG-RXN;kegg.reaction/R00228;metanetx.reaction/MNXR95210;rhea/23290;rhea/23291;rhea/23289;rhea/23288;sabiork/163;seed.reaction/rxn00171;sbo/SBO:0000176					
	R_PTRCTA	Putrescine Transaminase	2-Oxoglutarate[c] + Putrescine[c] => 4-Aminobutanal[c] + L-Glutamate[c]	2.6.1.29;2.6.1.82	G_b3073	0	1000			bigg.reaction/PTRCTA;biocyc/META:PUTTRANSAM-RXN;kegg.reaction/R01155;metanetx.reaction/MNXR103337;rhea/23817;rhea/23819;rhea/23816;rhea/23818;seed.reaction/rxn07225;seed.reaction/rxn00856;sbo/SBO:0000176					
	R_ACS	Acetyl-CoA synthetase	Acetate[c] + ATP C10H12N5O13P3[c] + Coenzyme A[c] => Acetyl-CoA[c] + Diphosphate[c] + AMP C10H12N5O7P[c]	6.2.1.1	G_b4069	0	1000			bigg.reaction/ACS;biocyc/META:ACETATE--COA-LIGASE-RXN;kegg.reaction/R00235;metanetx.reaction/MNXR95413;reactome.reaction/R-DME-71735;reactome.reaction/R-TGU-449911;reactome.reaction/R-BTA-8875071;reactome.reaction/R-CEL-71735;reactome.reaction/R-DRE-449911;reactome.reaction/R-CFA-71735;reactome.reaction/R-TGU-71735;reactome.reaction/R-SCE-71735;reactome.reaction/R-CFA-8875071;reactome.reaction/R-BTA-71735;reactome.reaction/R-SPO-449911;reactome.reaction/R-CFA-449911;reactome.reaction/R-MMU-8875071;reactome.reaction/R-GGA-8875071;reactome.reaction/R-OSA-71735;reactome.reaction/R-HSA-71735;reactome.reaction/R-HSA-449911;reactome.reaction/R-SSC-8875071;reactome.reaction/R-RNO-71735;reactome.reaction/R-SSC-449911;reactome.reaction/R-BTA-449911;reactome.reaction/R-GGA-71735;reactome.reaction/R-SSC-71735;reactome.reaction/R-XTR-449911;reactome.reaction/R-ATH-71735;reactome.reaction/R-DRE-71735;reactome.reaction/R-DME-8875071;reactome.reaction/R-DDI-8875071;reactome.reaction/R-XTR-8875071;reactome.reaction/R-PFA-449911;reactome.reaction/R-SCE-449911;reactome.reaction/R-SCE-8875071;reactome.reaction/R-DRE-8875071;reactome.reaction/R-MMU-71735;reactome.reaction/R-MMU-449911;reactome.reaction/R-XTR-71735;reactome.reaction/R-RNO-8875071;reactome.reaction/R-DDI-449911;reactome.reaction/R-TGU-8875071;reactome.reaction/R-HSA-8875071;reactome.reaction/R-GGA-449911;reactome.reaction/R-RNO-449911;rhea/23179;rhea/23178;rhea/23176;rhea/23177;sabiork/179;seed.reaction/rxn00175;sbo/SBO:0000176					
	R_CYSDS	Cysteine Desulfhydrase	L-Cysteine[c] + H2O H2O[c] => Ammonium[c] + Hydrogen sulfide[c] + Pyruvate[c]	4.4.1.28;4.4.1.8;4.4.1.1	G_b3008 or G_b3708	0	1000			bigg.reaction/CYSDS;biocyc/META:LCYSDESULF-RXN;kegg.reaction/R00782;metanetx.reaction/MNXR96994;rhea/24932;rhea/24931;rhea/24933;rhea/24934;sabiork/1131;seed.reaction/rxn00566;sbo/SBO:0000176					
	R_MAN6PI	Mannose-6-phosphate isomerase	D-Mannose 6-phosphate[c] <=> D-Fructose 6-phosphate[c]	5.3.1.8	G_b1613	-1000	1000			bigg.reaction/MAN6PI;biocyc/META:MANNPISOM-RXN;kegg.reaction/R01819;metanetx.reaction/MNXR101382;sbo/SBO:0000176					
	R_PPA	Inorganic diphosphatase	Diphosphate[c] + H2O H2O[c] => H+[c] + 2 Phosphate[c]	3.6.1.1	G_b2744 or G_b2502 or G_b4226	0	1000			bigg.reaction/PPA;biocyc/META:INORGPYROPHOSPHAT-RXN;kegg.reaction/R00004;metanetx.reaction/MNXR100808;reactome.reaction/R-GGA-6788912;reactome.reaction/R-HSA-449937;reactome.reaction/R-RNO-449937;reactome.reaction/R-DME-449937;reactome.reaction/R-RNO-71732;reactome.reaction/R-SSC-449937;reactome.reaction/R-HSA-71732;reactome.reaction/R-SCE-449937;reactome.reaction/R-SSC-71732;reactome.reaction/R-GGA-71732;reactome.reaction/R-DRE-6788912;reactome.reaction/R-TGU-6788912;reactome.reaction/R-DRE-71732;reactome.reaction/R-PFA-71732;reactome.reaction/R-BTA-6788912;reactome.reaction/R-CEL-71732;reactome.reaction/R-SPO-71732;reactome.reaction/R-MMU-449937;reactome.reaction/R-ATH-449937;reactome.reaction/R-CFA-6788912;reactome.reaction/R-DRE-449937;reactome.reaction/R-MMU-71732;reactome.reaction/R-OSA-71732;reactome.reaction/R-XTR-449937;reactome.reaction/R-CFA-71732;reactome.reaction/R-ATH-71732;reactome.reaction/R-SSC-6788912;reactome.reaction/R-CEL-449937;reactome.reaction/R-OSA-449937;reactome.reaction/R-BTA-449937;reactome.reaction/R-XTR-6788912;reactome.reaction/R-GGA-449937;reactome.reaction/R-BTA-71732;reactome.reaction/R-DDI-71732;reactome.reaction/R-HSA-6788912;reactome.reaction/R-SCE-71732;reactome.reaction/R-SPO-449937;reactome.reaction/R-TGU-449937;reactome.reaction/R-CEL-6788912;reactome.reaction/R-MMU-6788912;reactome.reaction/R-PFA-449937;reactome.reaction/R-TGU-71732;reactome.reaction/R-XTR-71732;reactome.reaction/R-CFA-449937;reactome.reaction/R-RNO-6788912;reactome.reaction/R-DME-71732;reactome.reaction/R-DDI-449937;rhea/24577;rhea/24576;rhea/24579;rhea/24578;sabiork/76;seed.reaction/rxn00001;seed.reaction/rxn11226;sbo/SBO:0000176					
	R_APRAUR	5-amino-6-(5-phosphoribosylamino)uracil reductase	H+[c] + 5-Amino-6-(5'-phosphoribosylamino)uracil[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] => Nicotinamide adenine dinucleotide phosphate[c] + 5-Amino-6-(5'-phosphoribitylamino)uracil[c]	1.1.1.193	G_b0414	0	1000			bigg.reaction/APRAUR;biocyc/META:RIBOFLAVINSYNREDUC-RXN;kegg.reaction/R03458;metanetx.reaction/MNXR95898;rhea/17848;rhea/17846;rhea/17847;rhea/17845;seed.reaction/rxn02474;sbo/SBO:0000176					
	R_TRPAS2	Tryptophanase (L-tryptophan)	L-Tryptophan[c] + H2O H2O[c] <=> Ammonium[c] + Indole[c] + Pyruvate[c]	4.1.99.1	G_b3708	-1000	1000			bigg.reaction/TRPAS2;biocyc/META:TRYPTOPHAN-RXN;kegg.reaction/R00673;metanetx.reaction/MNXR104941;rhea/19556;rhea/19553;rhea/19555;rhea/19554;sabiork/1053;seed.reaction/rxn00473;sbo/SBO:0000176					
	R_PPCK	Phosphoenolpyruvate carboxykinase	ATP C10H12N5O13P3[c] + Oxaloacetate[c] => Phosphoenolpyruvate[c] + ADP C10H12N5O10P2[c] + CO2 CO2[c]	4.1.1.49	G_b3403	0	1000			bigg.reaction/PPCK;biocyc/META:PEPCARBOXYKIN-RXN;kegg.reaction/R00341;metanetx.reaction/MNXR103099;rhea/18620;rhea/18618;rhea/18617;rhea/18619;sabiork/151;seed.reaction/rxn00247;sbo/SBO:0000176					
	R_ME1	Malic enzyme (NAD)	Nicotinamide adenine dinucleotide[c] + L-Malate[c] => Pyruvate[c] + Nicotinamide adenine dinucleotide - reduced[c] + CO2 CO2[c]	1.1.1.38;1.1.1.39	G_b1479	0	1000			bigg.reaction/ME1;biocyc/META:1.1.1.39-RXN;kegg.reaction/R00214;metanetx.reaction/MNXR101446;rhea/12655;rhea/12654;rhea/12653;rhea/12656;sabiork/141;seed.reaction/rxn00159;sbo/SBO:0000176					
	R_DB4PS	3,4-Dihydroxy-2-butanone-4-phosphate synthase	D-Ribulose 5-phosphate[c] => H+[c] + 3,4-dihydroxy-2-butanone 4-phosphate[c] + Formate[c]	4.1.99.12	G_b3041	0	1000			bigg.reaction/DB4PS;kegg.reaction/R07281;metanetx.reaction/MNXR97178;sabiork/9052;seed.reaction/rxn05040;sbo/SBO:0000176					
	R_ALAR	Alanine racemase	L-Alanine[c] <=> D-Alanine[c]	5.1.1.1	G_b1190 or G_b4053	-1000	1000			bigg.reaction/ALAR;biocyc/META:ALARACECAT-RXN;kegg.reaction/R00401;metanetx.reaction/MNXR95693;rhea/20252;rhea/20251;rhea/20249;rhea/20250;sabiork/862;seed.reaction/rxn00283;sbo/SBO:0000176					
	R_RBFK	Riboflavin kinase	ATP C10H12N5O13P3[c] + Riboflavin C17H20N4O6[c] => H+[c] + ADP C10H12N5O10P2[c] + FMN C17H19N4O9P[c]	2.7.1.26	G_b0025	0	1000			bigg.reaction/RBFK;biocyc/META:RIBOFLAVINKIN-RXN;kegg.reaction/R00549;metanetx.reaction/MNXR103429;reactome.reaction/R-TGU-196964;reactome.reaction/R-RNO-196964;reactome.reaction/R-SPO-196964;reactome.reaction/R-CEL-196964;reactome.reaction/R-HSA-196964;reactome.reaction/R-MMU-196964;reactome.reaction/R-DME-196964;reactome.reaction/R-BTA-196964;reactome.reaction/R-SSC-196964;reactome.reaction/R-CFA-196964;reactome.reaction/R-GGA-196964;reactome.reaction/R-XTR-196964;reactome.reaction/R-SCE-196964;reactome.reaction/R-DRE-196964;reactome.reaction/R-PFA-196964;rhea/14360;rhea/14359;rhea/14358;rhea/14357;sabiork/277;seed.reaction/rxn00392;sbo/SBO:0000176					
	R_ALATA_L	L-alanine transaminase	2-Oxoglutarate[c] + L-Alanine[c] <=> L-Glutamate[c] + Pyruvate[c]	2.6.1.2	G_b2290 or G_b2379	-1000	1000			bigg.reaction/ALATA_L;biocyc/META:ALANINE-AMINOTRANSFERASE-RXN;biocyc/META:RXN-13698;kegg.reaction/R00258;metanetx.reaction/MNXR95698;reactome.reaction/R-SPO-70523;reactome.reaction/R-DRE-507749;reactome.reaction/R-SSC-70524;reactome.reaction/R-SCE-507749;reactome.reaction/R-XTR-70524;reactome.reaction/R-SSC-507775;reactome.reaction/R-SPO-507749;reactome.reaction/R-RNO-507749;reactome.reaction/R-RNO-70523;reactome.reaction/R-DDI-70524;reactome.reaction/R-BTA-507749;reactome.reaction/R-RNO-507775;reactome.reaction/R-DDI-70523;reactome.reaction/R-SCE-507775;reactome.reaction/R-SPO-507775;reactome.reaction/R-CEL-70524;reactome.reaction/R-CFA-507775;reactome.reaction/R-HSA-70524;reactome.reaction/R-DME-507775;reactome.reaction/R-DDI-507749;reactome.reaction/R-CEL-70523;reactome.reaction/R-HSA-507749;reactome.reaction/R-OSA-70524;reactome.reaction/R-ATH-70524;reactome.reaction/R-SPO-70524;reactome.reaction/R-DME-70524;reactome.reaction/R-OSA-507775;reactome.reaction/R-SSC-70523;reactome.reaction/R-XTR-507775;reactome.reaction/R-DME-70523;reactome.reaction/R-SCE-70523;reactome.reaction/R-MMU-507775;reactome.reaction/R-BTA-70523;reactome.reaction/R-DDI-507775;reactome.reaction/R-CFA-507749;reactome.reaction/R-HSA-507775;reactome.reaction/R-OSA-507749;reactome.reaction/R-CFA-70523;reactome.reaction/R-ATH-507749;reactome.reaction/R-CFA-70524;reactome.reaction/R-TGU-507775;reactome.reaction/R-ATH-507775;reactome.reaction/R-BTA-70524;reactome.reaction/R-DRE-70523;reactome.reaction/R-XTR-507749;reactome.reaction/R-OSA-70523;reactome.reaction/R-DRE-70524;reactome.reaction/R-BTA-507775;reactome.reaction/R-DRE-507775;reactome.reaction/R-GGA-507775;reactome.reaction/R-HSA-70523;reactome.reaction/R-XTR-70523;reactome.reaction/R-MMU-70523;reactome.reaction/R-TGU-507749;reactome.reaction/R-MMU-507749;reactome.reaction/R-MMU-70524;reactome.reaction/R-ATH-70523;reactome.reaction/R-RNO-70524;reactome.reaction/R-CEL-507749;reactome.reaction/R-DME-507749;reactome.reaction/R-SCE-70524;reactome.reaction/R-SSC-507749;reactome.reaction/R-GGA-507749;reactome.reaction/R-CEL-507775;rhea/19453;rhea/19455;rhea/19456;rhea/19454;sabiork/763;seed.reaction/rxn00191;sbo/SBO:0000176					
	R_XYLK	Xylulokinase	D-Xylulose[c] + ATP C10H12N5O13P3[c] => H+[c] + D-Xylulose 5-phosphate[c] + ADP C10H12N5O10P2[c]	2.7.1.17	G_b0063 or G_b3564	0	1000			bigg.reaction/XYLK;biocyc/META:XYLULOKIN-RXN;kegg.reaction/R01639;metanetx.reaction/MNXR105255;reactome.reaction/R-RNO-5662466;reactome.reaction/R-CEL-5662466;reactome.reaction/R-BTA-5662466;reactome.reaction/R-CFA-5662466;reactome.reaction/R-HSA-5662466;reactome.reaction/R-OSA-5662466;reactome.reaction/R-TGU-5662466;reactome.reaction/R-SPO-5662466;reactome.reaction/R-DRE-5662466;reactome.reaction/R-GGA-5662466;reactome.reaction/R-SSC-5662466;reactome.reaction/R-DME-5662466;reactome.reaction/R-XTR-5662466;reactome.reaction/R-SCE-5662466;reactome.reaction/R-ATH-5662466;reactome.reaction/R-MMU-5662466;rhea/10966;rhea/10965;rhea/10964;rhea/10967;seed.reaction/rxn01199;sbo/SBO:0000176					
	R_RBK	Ribokinase	D-Ribose[c] + ATP C10H12N5O13P3[c] => Alpha-D-Ribose 5-phosphate[c] + H+[c] + ADP C10H12N5O10P2[c]	2.7.1.15	G_b3752	0	1000			bigg.reaction/RBK;metanetx.reaction/MNXR103431;sbo/SBO:0000176					
	R_GLYK	Glycerol kinase	ATP C10H12N5O13P3[c] + Glycerol[c] => H+[c] + Glycerol 3-phosphate[c] + ADP C10H12N5O10P2[c]	2.7.1.30	G_b3926	0	1000			bigg.reaction/GLYK;biocyc/META:GLYCEROL-KIN-RXN;kegg.reaction/R00847;metanetx.reaction/MNXR100348;reactome.reaction/R-DME-75887;reactome.reaction/R-TGU-75887;reactome.reaction/R-CFA-75887;reactome.reaction/R-MMU-75887;reactome.reaction/R-DDI-75887;reactome.reaction/R-HSA-75887;reactome.reaction/R-XTR-75887;reactome.reaction/R-OSA-75887;reactome.reaction/R-SCE-75887;reactome.reaction/R-RNO-75887;reactome.reaction/R-CEL-75887;reactome.reaction/R-DRE-75887;reactome.reaction/R-ATH-75887;reactome.reaction/R-SSC-75887;reactome.reaction/R-BTA-75887;reactome.reaction/R-GGA-75887;reactome.reaction/R-PFA-75887;rhea/21644;rhea/21645;rhea/21647;rhea/21646;sabiork/99;seed.reaction/rxn00615;sbo/SBO:0000176					
	R_PPM	Phosphopentomutase	Alpha-D-Ribose 1-phosphate[c] <=> Alpha-D-Ribose 5-phosphate[c]	5.4.2.7;5.4.2.2;5.4.2	G_b4383	-1000	1000			bigg.reaction/PPM;biocyc/META:RXN-14456;metanetx.reaction/MNXR103115;sabiork/2261;sbo/SBO:0000176					
	R_ASPTA	Aspartate transaminase	2-Oxoglutarate[c] + L-Aspartate[c] <=> L-Glutamate[c] + Oxaloacetate[c]	2.6.1.1	G_b0928 or G_b4054	-1000	1000			bigg.reaction/ASPTA;biocyc/META:RXN-13697;biocyc/META:ASPAMINOTRANS-RXN;kegg.reaction/R00355;metanetx.reaction/MNXR96079;reactome.reaction/R-DME-70613;reactome.reaction/R-XTR-70581;reactome.reaction/R-CEL-70613;reactome.reaction/R-OSA-70613;reactome.reaction/R-BTA-70613;reactome.reaction/R-DDI-70613;reactome.reaction/R-DRE-70581;reactome.reaction/R-DRE-70613;reactome.reaction/R-SCE-70592;reactome.reaction/R-SPO-70596;reactome.reaction/R-SPO-70581;reactome.reaction/R-GGA-70592;reactome.reaction/R-HSA-70613;reactome.reaction/R-HSA-70592;reactome.reaction/R-DRE-70592;reactome.reaction/R-XTR-70592;reactome.reaction/R-DME-70592;reactome.reaction/R-CFA-70613;reactome.reaction/R-HSA-70596;reactome.reaction/R-PFA-70596;reactome.reaction/R-CEL-70592;reactome.reaction/R-CEL-70581;reactome.reaction/R-MMU-70596;reactome.reaction/R-MMU-70613;reactome.reaction/R-DRE-70596;reactome.reaction/R-ATH-70596;reactome.reaction/R-OSA-70596;reactome.reaction/R-ATH-70613;reactome.reaction/R-PFA-70613;reactome.reaction/R-TGU-70596;reactome.reaction/R-RNO-70581;reactome.reaction/R-TGU-70613;reactome.reaction/R-DME-70596;reactome.reaction/R-CFA-70596;reactome.reaction/R-SCE-70613;reactome.reaction/R-TGU-70581;reactome.reaction/R-SCE-70581;reactome.reaction/R-DME-70581;reactome.reaction/R-SPO-70613;reactome.reaction/R-SSC-70596;reactome.reaction/R-BTA-70592;reactome.reaction/R-XTR-70596;reactome.reaction/R-RNO-70613;reactome.reaction/R-XTR-70613;reactome.reaction/R-GGA-372717;reactome.reaction/R-CFA-70581;reactome.reaction/R-MMU-70592;reactome.reaction/R-PFA-70592;reactome.reaction/R-SSC-70592;reactome.reaction/R-BTA-70581;reactome.reaction/R-SPO-70592;reactome.reaction/R-DDI-70596;reactome.reaction/R-SSC-70613;reactome.reaction/R-CEL-70596;reactome.reaction/R-SSC-70581;reactome.reaction/R-RNO-70596;reactome.reaction/R-SCE-70596;reactome.reaction/R-GGA-70596;reactome.reaction/R-GGA-372559;reactome.reaction/R-CFA-70592;reactome.reaction/R-BTA-70596;reactome.reaction/R-PFA-70581;reactome.reaction/R-MMU-70581;reactome.reaction/R-RNO-70592;reactome.reaction/R-GGA-70613;reactome.reaction/R-HSA-70581;reactome.reaction/R-GGA-372564;reactome.reaction/R-GGA-70581;reactome.reaction/R-TGU-70592;reactome.reaction/R-GGA-372719;rhea/21824;rhea/21827;rhea/21825;rhea/21826;sabiork/825;seed.reaction/rxn00260;sbo/SBO:0000176					
