#	NAME	MIRIAM	SHORT NAME	COMPARTMENT
	G_b1261	asap/ABE-0004234;ecogene/EG11025;ncbigene/945768;ncbigi/16129222;refseq_locus_tag/b1261;refseq_name/trpB;refseq_synonym/JW1253;refseq_synonym/ECK1255;uniprot/P0A879	G_b1261		
	G_b3426	asap/ABE-0011191;ecogene/EG10394;ncbigene/947934;ncbigi/16131300;refseq_locus_tag/b3426;refseq_name/glpD;refseq_synonym/ECK3412;refseq_synonym/JW3389;refseq_synonym/glyD;uniprot/P13035	G_b3426		
	G_b2242	asap/ABE-0007424;ecogene/EG10392;ncbigene/946733;ncbigi/16130177;refseq_locus_tag/b2242;refseq_name/glpB;refseq_synonym/ECK2234;refseq_synonym/glpC;refseq_synonym/psi-51;refseq_synonym/JW2236;uniprot/P13033	G_b2242		
	G_b2243	asap/ABE-0007426;ecogene/EG10393;ncbigene/946735;ncbigi/16130178;refseq_locus_tag/b2243;refseq_name/glpC;refseq_synonym/glpB;refseq_synonym/ECK2235;refseq_synonym/JW2237;uniprot/P0A996	G_b2243		
	G_b2241	asap/ABE-0007422;ecogene/EG10391;ncbigene/946713;ncbigi/16130176;refseq_locus_tag/b2241;refseq_name/glpA;refseq_synonym/ECK2233;refseq_synonym/JW2235;uniprot/P0A9C0	G_b2241		
	G_b4054	asap/ABE-0013278;ecogene/EG11040;ncbigene/948563;ncbigi/16131880;refseq_locus_tag/b4054;refseq_name/tyrB;refseq_synonym/JW4014;refseq_synonym/ECK4046;uniprot/P04693	G_b4054		
	G_b3770	asap/ABE-0012316;ecogene/EG10497;ncbigene/948278;ncbigi/49176403;refseq_locus_tag/b3770;refseq_name/ilvE;refseq_synonym/ECK3762;refseq_synonym/JW5606;uniprot/P0AB80	G_b3770		
	G_b3281	asap/ABE-0010763;ecogene/EG10077;ncbigene/947776;ncbigi/16131162;refseq_locus_tag/b3281;refseq_name/aroE;refseq_synonym/ECK3268;refseq_synonym/JW3242;uniprot/P15770	G_b3281		
	G_b1692	asap/ABE-0005651;ecogene/EG11234;ncbigene/946200;ncbigi/16129648;refseq_locus_tag/b1692;refseq_name/ydiB;refseq_synonym/JW1682;refseq_synonym/ECK1690;uniprot/P0A6D5	G_b1692		
	G_b0243	asap/ABE-0000832;ecogene/EG10767;ncbigene/946680;ncbigi/16128229;refseq_locus_tag/b0243;refseq_name/proA;refseq_synonym/JW0233;refseq_synonym/pro;refseq_synonym/ECK0244;uniprot/P07004	G_b0243		
	G_b1590	asap/ABE-0005311;ecogene/EG13846;ncbigene/945822;ncbigi/16129548;refseq_locus_tag/b1590;refseq_name/ynfH;refseq_synonym/JW5261;refseq_synonym/ECK1585;uniprot/P76173	G_b1590		
	G_b1613	asap/ABE-0005398;ecogene/EG10566;ncbigene/944840;ncbigi/49176125;refseq_locus_tag/b1613;refseq_name/manA;refseq_synonym/ECK1608;refseq_synonym/pmi;refseq_synonym/JW1605;uniprot/P00946	G_b1613		
	G_b0414	asap/ABE-0001441;ecogene/EG11321;ncbigene/945620;ncbigi/16128399;refseq_locus_tag/b0414;refseq_name/ribD;refseq_synonym/ribG;refseq_synonym/JW0404;refseq_synonym/ECK0408;refseq_synonym/ybaE;uniprot/P25539	G_b0414		
	G_b0894	asap/ABE-0003044;ecogene/EG10232;ncbigene/945508;ncbigi/90111183;refseq_locus_tag/b0894;refseq_name/dmsA;refseq_synonym/JW5118;refseq_synonym/ECK0885;uniprot/P18775	G_b0894		
	G_b1588	asap/ABE-0005307;ecogene/EG13844;ncbigene/945268;ncbigi/171701681;refseq_locus_tag/b1588;refseq_name/ynfF;refseq_synonym/JW5260;refseq_synonym/ECK1583;uniprot/P77783	G_b1588		
	G_b1587	asap/ABE-0005302;ecogene/EG13843;ncbigene/946135;ncbigi/16129545;refseq_locus_tag/b1587;refseq_name/ynfE;refseq_synonym/JW1579;refseq_synonym/ECK1582;uniprot/P77374	G_b1587		
	G_b0896	asap/ABE-0003048;ecogene/EG10234;ncbigene/945502;ncbigi/16128863;refseq_locus_tag/b0896;refseq_name/dmsC;refseq_synonym/ECK0887;refseq_synonym/JW0879;uniprot/P18777	G_b0896		
	G_b1589	asap/ABE-0005309;ecogene/EG13845;ncbigene/945638;ncbigi/16129547;refseq_locus_tag/b1589;refseq_name/ynfG;refseq_synonym/ECK1584;refseq_synonym/JW1581;uniprot/P0AAJ1	G_b1589		
	G_b0895	asap/ABE-0003046;ecogene/EG10233;ncbigene/945507;ncbigi/16128862;refseq_locus_tag/b0895;refseq_name/dmsB;refseq_synonym/JW0878;refseq_synonym/ECK0886;uniprot/P18776	G_b0895		
	G_b3041	asap/ABE-0009980;ecogene/EG10465;ncbigene/947526;ncbigi/16130937;refseq_locus_tag/b3041;refseq_name/ribB;refseq_synonym/ECK3032;refseq_synonym/htrP;refseq_synonym/JW3009;refseq_synonym/luxH;uniprot/P0A7J0	G_b3041		
	G_b0025	asap/ABE-0000091;ecogene/EG11079;ncbigene/949129;ncbigi/16128019;refseq_locus_tag/b0025;refseq_name/ribF;refseq_synonym/JW0023;refseq_synonym/ECK0026;refseq_synonym/yaaC;uniprot/P0AG40	G_b0025		
	G_b3553	asap/ABE-0011604;ecogene/EG12272;ncbigene/948074;ncbigi/90111614;refseq_locus_tag/b3553;refseq_name/ghrB;refseq_synonym/JW5656;refseq_synonym/yiaE;refseq_synonym/tkrA;refseq_synonym/ECK3540;uniprot/P37666	G_b3553		
	G_b0678	asap/ABE-0002304;ecogene/EG10633;ncbigene/945290;ncbigi/16128654;refseq_locus_tag/b0678;refseq_name/nagB;refseq_synonym/glmD;refseq_synonym/ECK0666;refseq_synonym/JW0664;uniprot/P0A759	G_b0678		
	G_b0844	asap/ABE-0002877;ecogene/EG13678;ncbigene/945470;ncbigi/90111176;refseq_locus_tag/b0844;refseq_name/ybjI;refseq_synonym/ECK0834;refseq_synonym/JW5113;uniprot/P75809	G_b0844		
	G_b0446	asap/ABE-0001548;ecogene/EG13216;ncbigene/945089;ncbigi/90111136;refseq_locus_tag/b0446;refseq_name/cof;refseq_synonym/ECK0440;refseq_synonym/JW0436;uniprot/P46891	G_b0446		
	G_b1478	asap/ABE-0004928;ecogene/EG12622;ncbigene/946036;ncbigi/90111280;refseq_locus_tag/b1478;refseq_name/adhP;refseq_synonym/yddN;refseq_synonym/ECK1472;refseq_synonym/JW1474;uniprot/P39451	G_b1478		
	G_b0638	asap/ABE-0002185;ecogene/EG13240;ncbigene/945246;ncbigi/16128621;refseq_locus_tag/b0638;refseq_name/cobC;refseq_synonym/JW0633;refseq_synonym/ECK0631;refseq_synonym/phpB;uniprot/P52086	G_b0638		
	G_b3812	asap/ABE-0012450;ecogene/EG11202;ncbigene/948357;ncbigi/16131664;refseq_locus_tag/b3812;refseq_name/yigB;refseq_synonym/ECK3807;refseq_synonym/JW3785;uniprot/P0ADP0	G_b3812		
	G_b1662	asap/ABE-0005557;ecogene/EG11406;ncbigene/945848;ncbigi/16129620;refseq_locus_tag/b1662;refseq_name/ribC;refseq_synonym/JW1654;refseq_synonym/ECK1658;refseq_synonym/ribE;uniprot/P0AFU8	G_b1662		
	G_b3399	asap/ABE-0011092;ecogene/EG12928;ncbigene/947904;ncbigi/90111585;refseq_locus_tag/b3399;refseq_name/yrfG;refseq_synonym/ECK3386;refseq_synonym/JW5865;uniprot/P64636	G_b3399		
	G_b0421	asap/ABE-0001463;ecogene/EG10508;ncbigene/945064;ncbigi/16128406;refseq_locus_tag/b0421;refseq_name/ispA;refseq_synonym/JW0411;refseq_synonym/ECK0415;uniprot/P22939	G_b0421		
	G_b3804	asap/ABE-0012425;ecogene/EG10430;ncbigene/948587;ncbigi/16131656;refseq_locus_tag/b3804;refseq_name/hemD;refseq_synonym/JW3776;refseq_synonym/ECK3798;uniprot/P09126	G_b3804		
	G_b0469	asap/ABE-0001628;ecogene/EG10051;ncbigene/945113;ncbigi/16128453;refseq_locus_tag/b0469;refseq_name/apt;refseq_synonym/ECK0463;refseq_synonym/JW0458;uniprot/P69503	G_b0469		
	G_b3997	asap/ABE-0013066;ecogene/EG11543;ncbigene/948497;ncbigi/16131827;refseq_locus_tag/b3997;refseq_name/hemE;refseq_synonym/ECK3989;refseq_synonym/JW3961;refseq_synonym/hemC;uniprot/P29680	G_b3997		
	G_b4382	asap/ABE-0014374;ecogene/EG10219;ncbigene/948901;ncbigi/16132199;refseq_locus_tag/b4382;refseq_name/deoA;refseq_synonym/JW4345;refseq_synonym/ECK4374;refseq_synonym/tpp;refseq_synonym/TP;refseq_synonym/ttg;uniprot/P07650	G_b4382		
	G_b3187	asap/ABE-0010474;ecogene/EG10017;ncbigene/947364;ncbigi/16131077;refseq_locus_tag/b3187;refseq_name/ispB;refseq_synonym/cel;refseq_synonym/ECK3176;refseq_synonym/yhbD;refseq_synonym/JW3154;uniprot/P0AD57	G_b3187		
	G_b3222	asap/ABE-0010571;ecogene/EG12815;ncbigene/947757;ncbigi/90111558;refseq_locus_tag/b3222;refseq_name/nanK;refseq_synonym/ECK3211;refseq_synonym/yhcI;refseq_synonym/JW5538;uniprot/P45425	G_b3222		
	G_b3225	asap/ABE-0010579;ecogene/EG10637;ncbigene/947742;ncbigi/16131115;refseq_locus_tag/b3225;refseq_name/nanA;refseq_synonym/npl;refseq_synonym/JW3194;refseq_synonym/ECK3214;uniprot/P0A6L4	G_b3225		
	G_b0126	asap/ABE-0000442;ecogene/EG12319;ncbigene/944832;ncbigi/16128119;refseq_locus_tag/b0126;refseq_name/can;refseq_synonym/ECK0125;refseq_synonym/yadF;refseq_synonym/JW0122;uniprot/P61517	G_b0126		
	G_b4269	asap/ABE-0013982;ecogene/EG11436;ncbigene/948802;ncbigi/90111716;refseq_locus_tag/b4269;refseq_name/ahr;refseq_synonym/JW5761;refseq_synonym/ECK4262;refseq_synonym/yjgB;uniprot/P27250	G_b4269		
	G_b0339	asap/ABE-0001171;ecogene/EG10176;ncbigene/946548;ncbigi/16128324;refseq_locus_tag/b0339;refseq_name/cynT;refseq_synonym/ECK0336;refseq_synonym/JW0330;uniprot/P0ABE9	G_b0339		
	G_b3942	asap/ABE-0012901;ecogene/EG10511;ncbigene/948431;ncbigi/16131780;refseq_locus_tag/b3942;refseq_name/katG;refseq_synonym/ECK3934;refseq_synonym/JW3914;uniprot/P13029	G_b3942		
	G_b4006	asap/ABE-0013097;ecogene/EG10795;ncbigene/948503;ncbigi/16131836;refseq_locus_tag/b4006;refseq_name/purH;refseq_synonym/ECK3998;refseq_synonym/JW3970;uniprot/P15639	G_b4006		
	G_b1732	asap/ABE-0005780;ecogene/EG10509;ncbigene/946234;ncbigi/49176140;refseq_locus_tag/b1732;refseq_name/katE;refseq_synonym/ECK1730;refseq_synonym/JW1721;uniprot/P21179	G_b1732		
	G_b0493	asap/ABE-0001709;ecogene/EG13262;ncbigene/945337;ncbigi/16128477;refseq_locus_tag/b0493;refseq_name/ybbO;refseq_synonym/JW0482;refseq_synonym/ECK0487;uniprot/P0AFP4	G_b0493		
	G_b2508	asap/ABE-0008257;ecogene/EG10421;ncbigene/946985;ncbigi/16130433;refseq_locus_tag/b2508;refseq_name/guaB;refseq_synonym/guaR;refseq_synonym/JW5401;refseq_synonym/ECK2504;uniprot/P0ADG7	G_b2508		
	G_b3846	asap/ABE-0012564;ecogene/EG10279;ncbigene/948336;ncbigi/16131692;refseq_locus_tag/b3846;refseq_name/fadB;refseq_synonym/JW3822;refseq_synonym/oldB;refseq_synonym/ECK3838;uniprot/P21177	G_b3846		
	G_b3588	asap/ABE-0011718;ecogene/EG12292;ncbigene/948104;ncbigi/90111619;refseq_locus_tag/b3588;refseq_name/aldB;refseq_synonym/yiaX;refseq_synonym/JW3561;refseq_synonym/ECK3577;uniprot/P37685	G_b3588		
	G_b0586	asap/ABE-0002021;ecogene/EG10264;ncbigene/945184;ncbigi/16128569;refseq_locus_tag/b0586;refseq_name/entF;refseq_synonym/ECK0579;refseq_synonym/JW0578;uniprot/P11454	G_b0586		
	G_b2341	asap/ABE-0007723;ecogene/EG14127;ncbigene/949097;ncbigi/16130274;refseq_locus_tag/b2341;refseq_name/fadJ;refseq_synonym/ECK2335;refseq_synonym/yfcX;refseq_synonym/JW2338;uniprot/P77399	G_b2341		
	G_b3794	asap/ABE-0012394;ecogene/EG11458;ncbigene/948301;ncbigi/16131650;refseq_locus_tag/b3794;refseq_name/wecG;refseq_synonym/rffM;refseq_synonym/ECK3787;refseq_synonym/JW3770;refseq_synonym/rff;uniprot/P27836	G_b3794		
	G_b2400	asap/ABE-0007911;ecogene/EG10407;ncbigene/946906;ncbigi/16130330;refseq_locus_tag/b2400;refseq_name/gltX;refseq_synonym/ECK2394;refseq_synonym/JW2395;uniprot/P04805	G_b2400		
	G_b3003	asap/ABE-0009859;ecogene/EG11292;ncbigene/947478;ncbigi/16130901;refseq_locus_tag/b3003;refseq_name/yghA;refseq_synonym/JW2972;refseq_synonym/ECK2997;uniprot/P0AG84	G_b3003		
	G_b3993	asap/ABE-0013055;ecogene/EG11586;ncbigene/948491;ncbigi/16131823;refseq_locus_tag/b3993;refseq_name/thiE;refseq_synonym/thiA;refseq_synonym/JW3957;refseq_synonym/ECK3985;uniprot/P30137	G_b3993		
	G_b3011	asap/ABE-0009888;ecogene/EG13014;ncbigene/947493;ncbigi/16130909;refseq_locus_tag/b3011;refseq_name/yqhD;refseq_synonym/JW2978;refseq_synonym/ECK3003;uniprot/Q46856	G_b3011		
	G_b3693	asap/ABE-0012076;ecogene/EG11717;ncbigene/948207;ncbigi/16131561;refseq_locus_tag/b3693;refseq_name/dgoK;refseq_synonym/ECK3686;refseq_synonym/yidV;refseq_synonym/JW3670;uniprot/P31459	G_b3693		
	G_b2066	asap/ABE-0006840;ecogene/EG11701;ncbigene/946597;ncbigi/90111379;refseq_locus_tag/b2066;refseq_name/udk;refseq_synonym/ECK2060;refseq_synonym/JW2051;uniprot/P0A8F4	G_b2066		
	G_b2901	asap/ABE-0009523;ecogene/EG13079;ncbigene/947378;ncbigi/16130803;refseq_locus_tag/b2901;refseq_name/bglA;refseq_synonym/JW2869;refseq_synonym/bglD;refseq_synonym/ECK2896;refseq_synonym/yqfC;uniprot/Q46829	G_b2901		
	G_b0238	asap/ABE-0000814;ecogene/EG10414;ncbigene/944817;ncbigi/16128224;refseq_locus_tag/b0238;refseq_name/gpt;refseq_synonym/gpp;refseq_synonym/ECK0239;refseq_synonym/gxu;refseq_synonym/JW0228;uniprot/P0A9M5	G_b0238		
	G_b2716	asap/ABE-0008928;ecogene/EG10085;ncbigene/947460;ncbigi/16130623;refseq_locus_tag/b2716;refseq_name/ascB;refseq_synonym/sac;refseq_synonym/JW2686;refseq_synonym/ECK2711;uniprot/P24240	G_b2716		
	G_b3903	asap/ABE-0012736;ecogene/EG11867;ncbigene/948400;ncbigi/49176441;refseq_locus_tag/b3903;refseq_name/rhaA;refseq_synonym/JW5561;refseq_synonym/ECK3896;uniprot/P32170	G_b3903		
	G_b0125	asap/ABE-0000440;ecogene/EG20098;ncbigene/946624;ncbigi/90111088;refseq_locus_tag/b0125;refseq_name/hpt;refseq_synonym/ECK0124;refseq_synonym/JW5009;uniprot/P0A9M2	G_b0125		
	G_b0474	asap/ABE-0001645;ecogene/EG10032;ncbigene/945097;ncbigi/16128458;refseq_locus_tag/b0474;refseq_name/adk;refseq_synonym/plsA;refseq_synonym/JW0463;refseq_synonym/ECK0468;refseq_synonym/dnaW;uniprot/P69441	G_b0474		
	G_b2411	asap/ABE-0007938;ecogene/EG10534;ncbigene/946885;ncbigi/16130337;refseq_locus_tag/b2411;refseq_name/ligA;refseq_synonym/JW2403;refseq_synonym/lig;refseq_synonym/ECK2406;refseq_synonym/pdeC;refseq_synonym/dnaL;refseq_synonym/lop;uniprot/P15042	G_b2411		
	G_b3721	asap/ABE-0012169;ecogene/EG10114;ncbigene/948234;ncbigi/16131589;refseq_locus_tag/b3721;refseq_name/bglB;refseq_synonym/ECK3714;refseq_synonym/JW3699;uniprot/P11988	G_b3721		
	G_b2518	asap/ABE-0008291;ecogene/EG10650;ncbigene/945611;ncbigi/16130443;refseq_locus_tag/b2518;refseq_name/ndk;refseq_synonym/JW2502;refseq_synonym/ECK2514;uniprot/P0A763	G_b2518		
	G_b1062	asap/ABE-0003607;ecogene/EG10806;ncbigene/945787;ncbigi/16129025;refseq_locus_tag/b1062;refseq_name/pyrC;refseq_synonym/JW1049;refseq_synonym/ECK1047;uniprot/P05020	G_b1062		
	G_b3416	asap/ABE-0011151;ecogene/EG10561;ncbigene/947923;ncbigi/16131292;refseq_locus_tag/b3416;refseq_name/malQ;refseq_synonym/malA;refseq_synonym/JW3379;refseq_synonym/ECK3403;uniprot/P15977	G_b3416		
	G_b3996	asap/ABE-0013063;ecogene/EG11702;ncbigene/948498;ncbigi/49176450;refseq_locus_tag/b3996;refseq_name/nudC;refseq_synonym/ECK3988;refseq_synonym/JW5548;refseq_synonym/yjaD;uniprot/P32664	G_b3996		
	G_b1281	asap/ABE-0004304;ecogene/EG10809;ncbigene/947121;ncbigi/16129242;refseq_locus_tag/b1281;refseq_name/pyrF;refseq_synonym/ECK1276;refseq_synonym/JW1273;uniprot/P08244	G_b1281		
	G_b4390	asap/ABE-0014397;ecogene/EG11335;ncbigene/948911;ncbigi/90111746;refseq_locus_tag/b4390;refseq_name/nadR;refseq_synonym/pnuA;refseq_synonym/JW5800;refseq_synonym/ECK4382;refseq_synonym/nadI;uniprot/P27278	G_b4390		
	G_b0639	asap/ABE-0002187;ecogene/EG13241;ncbigene/945248;ncbigi/16128622;refseq_locus_tag/b0639;refseq_name/nadD;refseq_synonym/JW0634;refseq_synonym/ECK0632;refseq_synonym/fusB;refseq_synonym/ybeN;uniprot/P0A752	G_b0639		
	G_b0720	asap/ABE-0002451;ecogene/EG10402;ncbigene/945323;ncbigi/16128695;refseq_locus_tag/b0720;refseq_name/gltA;refseq_synonym/JW0710;refseq_synonym/gluT;refseq_synonym/ECK0709;refseq_synonym/icdB;uniprot/P0ABH7	G_b0720		
	G_b1398	asap/ABE-0004671;ecogene/EG13745;ncbigene/945963;ncbigi/16129359;refseq_locus_tag/b1398;refseq_name/paaK;refseq_synonym/ECK1395;refseq_synonym/JW5218;uniprot/P76085	G_b1398		
	G_b1136	asap/ABE-0003823;ecogene/EG10489;ncbigene/945702;ncbigi/16129099;refseq_locus_tag/b1136;refseq_name/icd;refseq_synonym/icdA;refseq_synonym/icdE;refseq_synonym/JW1122;refseq_synonym/ECK1122;uniprot/P08200	G_b1136		
	G_b0049	asap/ABE-0000167;ecogene/EG10048;ncbigene/944770;ncbigi/16128043;refseq_locus_tag/b0049;refseq_name/apaH;refseq_synonym/JW0048;refseq_synonym/cfcB;refseq_synonym/ECK0050;uniprot/P05637	G_b0049		
	G_b2103	asap/ABE-0006958;ecogene/EG14068;ncbigene/946459;ncbigi/16130041;refseq_locus_tag/b2103;refseq_name/thiD;refseq_synonym/thiJ;refseq_synonym/ECK2096;refseq_synonym/thiA;refseq_synonym/thiN;refseq_synonym/JW2090;uniprot/P76422	G_b2103		
	G_b1241	asap/ABE-0004164;ecogene/EG10031;ncbigene/945837;ncbigi/16129202;refseq_locus_tag/b1241;refseq_name/adhE;refseq_synonym/JW1228;refseq_synonym/ECK1235;refseq_synonym/adhC;refseq_synonym/ana;uniprot/P0A9Q7	G_b1241		
	G_b2418	asap/ABE-0007973;ecogene/EG12642;ncbigene/946881;ncbigi/16130344;refseq_locus_tag/b2418;refseq_name/pdxK;refseq_synonym/thiJ;refseq_synonym/JW2411;refseq_synonym/pdxL;refseq_synonym/ECK2413;refseq_synonym/yfeI;uniprot/P40191	G_b2418		
	G_b0351	asap/ABE-0001207;ecogene/EG13625;ncbigene/945008;ncbigi/16128336;refseq_locus_tag/b0351;refseq_name/mhpF;refseq_synonym/JW0342;refseq_synonym/ECK0348;uniprot/P77580	G_b0351		
	G_b3831	asap/ABE-0012528;ecogene/EG11045;ncbigene/948987;ncbigi/16131680;refseq_locus_tag/b3831;refseq_name/udp;refseq_synonym/ECK3825;refseq_synonym/JW3808;uniprot/P12758	G_b3831		
	G_b3784	asap/ABE-0012366;ecogene/EG10840;ncbigene/948789;ncbigi/16131640;refseq_locus_tag/b3784;refseq_name/wecA;refseq_synonym/ECK3776;refseq_synonym/rfe;refseq_synonym/JW3758;uniprot/P0AC78	G_b3784		
	G_b4481	asap/ABE-0174115;ecogene/EG14320;ncbigene/2847677;ncbigi/49176413;refseq_locus_tag/b4481;refseq_name/wecF;refseq_synonym/rffT;refseq_synonym/rff;refseq_synonym/ECK3785;refseq_synonym/JW5596;refseq_synonym/yifM;uniprot/P56258	G_b4481		
	G_b4069	asap/ABE-0013337;ecogene/EG11448;ncbigene/948572;ncbigi/16131895;refseq_locus_tag/b4069;refseq_name/acs;refseq_synonym/JW4030;refseq_synonym/ECK4062;refseq_synonym/acsA;refseq_synonym/yfaC;uniprot/P27550	G_b4069		
	G_b3052	asap/ABE-0010015;ecogene/EG13416;ncbigene/947548;ncbigi/16130948;refseq_locus_tag/b3052;refseq_name/hldE;refseq_synonym/ECK3042;refseq_synonym/waaE;refseq_synonym/gmhC;refseq_synonym/yqiF;refseq_synonym/JW3024;refseq_synonym/rfaE;uniprot/P76658	G_b3052		
	G_b2502	asap/ABE-0008238;ecogene/EG11403;ncbigene/946970;ncbigi/16130427;refseq_locus_tag/b2502;refseq_name/ppx;refseq_synonym/ECK2498;refseq_synonym/JW2487;uniprot/P0AFL6	G_b2502		
	G_b4384	asap/ABE-0014379;ecogene/EG10222;ncbigene/945654;ncbigi/16132201;refseq_locus_tag/b4384;refseq_name/deoD;refseq_synonym/JW4347;refseq_synonym/pup;refseq_synonym/ECK4376;uniprot/P0ABP8	G_b4384		
